949.074,1980.7427,0.73822206
946.36615,1987.489,0.7554063
958.4277,1972.1045,0.7194479
989.5446,1981.1133,0.7533024
1023.3262,2013.5085,0.7786793
1064.9185,2036.7754,0.68760276
1063.1125,2020.8721,0.6465326
1110.3118,2093.814,0.6775034
1142.3176,2152.521,0.696692
1151.3512,2189.131,0.7151946
1167.5575,2205.8008,0.64866257
1173.0294,2212.9727,0.62417424
1157.5676,2199.9136,0.6137853
1137.5455,2157.52,0.6391663
1097.4618,2109.7214,0.78690535
1050.5972,2034.0232,0.8036996
1049.3162,2034.1373,0.807804
995.8004,1971.2483,0.80933636
966.1267,1917.3333,0.8388293
938.74493,1895.2615,0.8759875
931.05493,1880.4584,0.89501894
933.0863,1882.006,0.8941206
927.97284,1858.5623,0.88069034
917.7402,1834.5515,0.83714306
920.5762,1833.2583,0.83113474
933.41,1839.6292,0.82151276
934.6177,1837.6074,0.81833506
951.02747,1833.5537,0.8139665
959.2787,1828.6003,0.8246877
991.1847,1851.3662,0.84537524
1023.8397,1872.8346,0.78907716
1024.7117,1871.7634,0.7813171
1077.821,1928.2039,0.7545081
1135.796,1990.7793,0.77536136
1189.5375,2096.5984,0.70410156
1238.2114,2152.23,0.71508366
1243.039,2153.9458,0.68976873
1283.9312,2211.243,0.6129457
1288.3777,2259.509,0.68582004
1280.6042,2232.8235,0.61179805
1227.0664,2164.2212,0.60987616
1227.2654,2165.3088,0.6120183
1189.5378,2099.5188,0.65219
1130.594,2007.7731,0.7794031
1079.3552,1934.9631,0.8271313
1032.0227,1868.3763,0.7754035
1031.5227,1872.2896,0.76001114
1002.8585,1849.3115,0.77327645
973.28375,1820.2742,0.8093585
970.7378,1819.279,0.782844
963.30963,1821.8815,0.7787748
969.3933,1830.7456,0.76114047
959.6336,1810.2103,0.80462086
984.9552,1832.9736,0.7704058
994.08154,1821.665,0.83167976
1017.87085,1836.5094,0.84726876
1018.5536,1838.6501,0.85806954
1058.5894,1883.851,0.82119346
1099.5945,1940.5719,0.7376206
1162.894,2010.7537,0.75698453
1217.0752,2122.4656,0.7325648
1217.1436,2125.4949,0.7274037
1284.8331,2237.82,0.6005803
1319.4526,2345.1606,0.64410686
1337.9308,2410.0664,0.6211291
1326.1311,2421.2231,0.64369684
1328.0469,2419.8618,0.65518004
1293.8572,2355.2336,0.63764745
1256.3104,2293.297,0.63472474
1194.2452,2183.0625,0.61612886
1162.7728,2086.4683,0.732249
1157.773,2084.4194,0.74123186
1139.9778,2055.331,0.65399325
1062.5259,1944.6295,0.75644726
1042.365,1929.792,0.76994574
1023.2441,1902.568,0.7547124
1025.9016,1902.4076,0.7736654
1023.8811,1902.6145,0.74326617
1025.2637,1906.2253,0.7524822
1020.1985,1899.4219,0.7694128
1024.9963,1894.2554,0.8377782
1023.5449,1892.3386,0.83901316
1036.541,1906.0994,0.7934259
1061.741,1926.5724,0.74812746
1078.2589,1938.8665,0.8295278
1121.5559,1973.4006,0.8061757
1120.2207,1974.477,0.80859035
1177.4688,2053.57,0.7826739
1225.9451,2111.3726,0.67741627
1268.4423,2191.5432,0.6620281
1306.0137,2239.9219,0.6234382
1308.7954,2239.8584,0.602077
1316.4163,2283.683,0.6700771
1309.8138,2278.8557,0.61812574
1289.2678,2235.1106,0.7112721
1260.1416,2194.9517,0.6310895
1254.2964,2194.9333,0.6388334
1196.9856,2135.821,0.6930284
1167.5867,2068.021,0.72127056
1123.071,2013.8939,0.7778031
1071.0466,1962.2461,0.79256374
1072.931,1962.2327,0.79392254
1029.2384,1905.9802,0.80514467
1013.9409,1893.8433,0.85398424
1001.80383,1895.9675,0.80494493
990.0331,1882.233,0.82365495
987.9659,1882.2676,0.8362083
988.7137,1888.4397,0.80431265
999.1588,1888.5458,0.8768913
999.789,1898.0065,0.8607455
1016.2405,1898.072,0.8470681
1016.68286,1900.6655,0.8223917
1046.199,1925.1587,0.8215742
1073.8386,1953.6877,0.8282214
1124.7833,2002.908,0.81558037
1186.3645,2079.9658,0.75899297
1187.5134,2078.5212,0.7515976
1246.1729,2156.5564,0.7390356
1290.7678,2196.1248,0.73698515
1332.3073,2243.9565,0.6607432
1304.8213,2245.7869,0.75027573
1305.2631,2245.6968,0.74924433
1278.397,2198.3108,0.732993
1254.8269,2148.5972,0.6310347
1216.0662,2088.1428,0.7257197
1163.439,2020.7075,0.81014836
1165.6447,2022.7859,0.81316566
1123.5073,1945.7205,0.8826312
1066.4572,1901.7825,0.83002436
1035.4977,1853.8811,0.8809074
1008.5546,1835.933,0.7938831
1012.2517,1839.1791,0.79137886
988.478,1805.5514,0.84736985
981.2434,1814.1149,0.82152015
974.67096,1814.0134,0.8521164
975.0833,1815.0713,0.8730408
975.0127,1812.2249,0.8690556
986.3516,1815.1571,0.86121154
1004.6908,1826.5543,0.84221095
1012.4667,1842.39,0.84563476
1040.6158,1858.4941,0.8603748
1040.2566,1862.4062,0.8604473
1085.7683,1910.5598,0.805942
1139.7081,1982.9419,0.79544336
1244.5251,2100.5156,0.6569167
1264.501,2143.3806,0.7660679
1262.2319,2143.4905,0.76670873
1307.2947,2174.8887,0.6444083
1319.8599,2190.8823,0.5735675
1292.3097,2160.6892,0.75517595
