686.9748,2392.602,0.81867987
682.02234,2383.6692,0.8603796
691.55646,2383.024,0.8567373
696.28284,2380.2197,0.8675122
686.3168,2399.537,0.858522
692.6165,2388.09,0.84905636
680.5229,2399.1187,0.8583052
682.4938,2395.2456,0.8525348
682.3759,2400.3188,0.84971625
677.20264,2391.7307,0.8387803
673.9824,2387.668,0.83958185
689.20135,2370.2437,0.86304593
689.8555,2390.065,0.8488923
703.8508,2380.5664,0.8507606
704.8368,2386.9146,0.8514456
711.0475,2379.5278,0.8485752
705.24805,2390.6436,0.85310465
705.7905,2393.1777,0.85416436
693.1503,2391.0708,0.8476119
689.1571,2408.787,0.8473045
676.8809,2402.4734,0.85685974
682.699,2405.4634,0.8466631
689.46826,2405.7476,0.8464397
682.9513,2399.4763,0.8444116
686.9907,2409.9324,0.8360691
677.15454,2411.2007,0.8376897
674.10834,2405.886,0.8389154
695.6512,2374.2517,0.84105957
699.08844,2381.5847,0.8438119
714.4715,2380.1594,0.8412814
717.3569,2390.8823,0.8476743
720.2053,2387.7847,0.84143084
722.8629,2389.227,0.84640276
708.92004,2409.5388,0.82084435
701.8568,2412.6904,0.8355258
700.5233,2401.1025,0.8434584
697.58624,2418.1367,0.81534195
698.39307,2418.3682,0.8162899
701.6638,2414.0015,0.8140274
704.239,2427.5986,0.8086246
692.54315,2427.4473,0.8209805
694.4055,2424.8652,0.83139414
692.1864,2424.7134,0.72524333
706.2621,2424.1711,0.82688063
715.03284,2430.857,0.81990725
716.6913,2419.2134,0.82496065
718.66504,2419.9265,0.8262686
690.0804,2402.6477,0.81817526
715.05273,2415.2275,0.79935867
717.22046,2420.5842,0.83409595
753.923,2441.5557,0.7775896
735.6373,2440.5413,0.803527
741.48145,2445.794,0.7948495
730.64703,2428.0532,0.79998
716.9819,2430.526,0.82479507
686.80664,2433.569,0.74432516
703.1834,2414.8354,0.8384047
708.3767,2410.27,0.83683985
720.49365,2411.1965,0.84352005
720.51544,2408.4019,0.8434241
700.49963,2414.7097,0.8447807
697.81335,2414.7153,0.83013576
712.9486,2419.041,0.83786625
711.00354,2410.624,0.8284077
708.92596,2417.4998,0.82397366
719.72046,2416.7349,0.8109651
716.98584,2418.3572,0.8253607
736.0642,2425.8027,0.8118787
725.63367,2419.3071,0.79575
